Age Gap,Education,Economic Similarity,Social Similarities,Cultural Similarities,Social Gap,Common Interests,Religion Compatibility,No of Children from Previous Marriage,Desire to Marry,Independency,Relationship with the Spouse Family,Trading in,Engagement Time,Love,Commitment,Mental Health,The Sense of Having Children,Previous Trading,Previous Marriage,The Proportion of Common Genes,Addiction,Loyalty,Height Ratio,Good Income,Self Confidence,Relation with Non-spouse Before Marriage,Spouse Confirmed by Family,Divorce in the Family of Grade 1,Start Socializing with the Opposite Sex Age ,Divorce Probability
5.977624965,2.03766875,88.41952185,30.6159688,19.22755042,37.79341727,86.03813326,33.63753803,2.308469906,76.24680387,1.94541624,84.61124359,63.94625399,4.183491721,71.0982256,94.68265742,84.19980037,68.31377598,15.67823751,2.850707348,30.9858703,1.305841237,64.60146059,9.196921664,73.78236663,44.3008136,1.784918423,8.445874871,4.981398743,16.65405008,1.656864266
5.437885057,2.214024122,3.530984116,4.239322339,72.49623589,41.47387536,61.42692124,48.67821959,1.289572989,59.76147496,1.451255411,45.21432352,58.90781473,6.067677246,85.6881624,65.78125594,94.70643801,14.07852665,37.4265595,1.206994426,37.69117606,4.074878782,61.20064513,94.9107519,69.74844292,73.5046297,4.762138318,5.953970992,8.942634828,17.19191087,2.585788094
2.239550249,1.351056849,14.32786861,27.42105318,69.1121822,95.87711837,83.68537239,93.86064386,3.792752819,7.379026652,1.84451018,71.98519396,99.63484806,8.099439107,31.44303493,81.70865219,72.26844379,28.3075312,10.39646174,1.826341787,2.185503417,3.021454143,58.50629885,3.432188117,20.46978388,94.14927722,2.50611108,5.976061711,7.654613018,36.61573881,1.384282056
5.948398526,2.891218388,84.41609536,32.2751644,20.90529363,91.08027326,83.98167752,81.71319721,4.880138868,15.92127172,1.576209223,87.94169506,92.49254087,2.68793223,79.35787676,48.96939645,55.72126974,17.60259276,64.53547673,3.32879017,13.31674651,4.440302488,20.93275173,77.61490706,69.21431859,73.20654926,9.501756094,2.378793671,9.755881733,29.74000904,2.397221618
6.509436754,4.632354475,58.91114238,80.86734896,96.60593862,15.46880251,74.63992114,95.78691951,3.358924472,25.20153233,1.913358606,45.70306511,22.28381998,3.074839143,87.05091696,48.368822,92.01681508,54.21847696,4.820658373,3.998993192,37.10024703,2.925214934,76.1160332,91.17329155,32.74888967,76.18790661,1.781556683,5.767018605,4.830020631,38.3059915,1.346863405
0.188713624,1.346945559,53.18952943,71.34826982,26.85249514,87.32164327,66.75420605,74.12312749,4.799889198,61.5669015,1.407669406,32.39336948,49.5981913,7.523375299,82.98072235,97.25574191,51.95960396,65.71637171,19.66898653,2.797138276,7.384318173,4.27606748,33.76894994,24.37403659,35.7814797,78.56971759,8.196062048,4.252366329,9.763730834,37.348428,2.612639128
7.090055891,4.488992539,49.79825416,16.20551692,97.98269536,32.64170861,73.95285997,68.16348969,3.330493537,56.12930237,1.958544575,35.99435431,69.20519462,1.172514006,65.32891674,64.56521143,71.919534,43.11215943,44.1715906,3.156273551,8.233475579,2.396219518,53.07265423,11.95966399,30.93031515,84.40035412,6.824316253,1.641974006,9.044724065,33.87410109,2.076664452
6.40790267,2.606241919,41.67267865,81.84517373,38.9881452,7.273626918,54.24201642,17.85637799,1.923862791,12.67594225,1.492766576,59.32716406,56.08182438,7.261346255,72.75688224,50.34604777,52.69921765,84.1664134,3.42187668,3.912648823,21.90348722,2.772261327,87.21556417,3.010485729,94.47907697,51.11524249,5.93831181,6.893517862,3.91479459,24.11552171,2.881795196
3.336195306,3.268457329,58.04100967,79.31821464,24.93982785,79.93889278,99.458518,56.99903507,1.746358507,14.02809299,1.786718556,71.44392658,84.0072185,5.87945443,60.61773545,93.24288802,64.47429927,71.43873326,27.40488237,2.04409174,36.63908307,3.274924206,83.60684422,47.84974869,96.05386486,71.41114614,7.790135342,1.65258844,3.769224197,32.36951128,2.343789858
8.856734301,1.468714314,62.62142871,42.69202191,51.66168616,89.5678438,54.59544581,72.36041319,2.599457038,32.75377687,1.427758128,34.25289305,24.706709,1.421632265,50.7546126,80.67782244,76.80902652,83.69621498,30.46023672,2.594660794,6.874740482,4.500834091,93.8181288,26.33361377,41.64226318,69.29008403,3.137286931,9.826481074,5.863133195,38.25616609,2.990039641
2.788791056,2.369012606,78.45175955,54.84296373,5.206844767,38.86860925,61.92129145,3.538060284,2.41800825,4.599926757,1.034841073,74.87896125,44.69620798,9.109509991,98.75800339,87.52051058,57.05269896,81.69872162,72.60692019,1.779278303,42.98139101,2.38592984,53.59676678,89.8919351,43.2035596,96.43232063,3.027353993,2.866150712,3.850925585,36.77030596,2.579341868
8.293945268,1.443552008,44.98596685,91.11444166,18.71115887,66.06137246,80.34691259,76.88576944,1.907574818,23.13412194,1.893609452,79.00673669,22.03206933,1.179276448,50.47632223,58.40089628,97.84779672,26.5092909,76.22802831,1.409126429,32.83967157,4.962660637,21.76831833,15.28388167,97.33046514,85.31240675,1.698798624,8.872907226,6.223704574,36.86413034,1.329143775
5.063688684,4.760786838,51.98512703,98.5775461,10.77209841,22.44491772,53.79591166,82.46664135,3.224724082,38.88092211,1.09069932,6.81864242,9.19717079,6.550255828,40.27345065,68.70508238,98.29293257,96.5226206,14.52949663,1.308379718,39.52265868,3.975080875,75.84642796,11.90518754,74.80767735,79.27326696,4.790407084,4.701402132,1.956079865,31.23803242,1.024549851
4.738623869,4.287326199,85.61119308,36.04251842,15.17995701,70.67038849,54.93995995,15.62480912,1.339830366,5.878295162,1.711640755,4.729864463,45.02696284,3.044564507,78.18774137,51.74356095,80.39623818,85.63069669,62.93334483,1.442014596,9.79276855,2.030453225,73.29845695,25.67605349,95.34107525,61.42542871,4.130444576,3.632826858,3.737024055,34.15497882,1.781653686
8.150862894,1.013644833,91.2735369,13.54039417,2.971262211,83.52815687,85.02227895,5.375504114,4.771430916,43.50229845,1.527095456,37.40125152,73.00130519,3.797732227,76.93482853,71.38593661,79.19494512,56.85132864,69.8908308,4.162134523,6.404998276,1.378551168,50.87718171,47.35317948,49.78261117,83.39243348,4.651476741,3.496590407,2.950271394,24.81648533,2.571634133
0.628839089,1.457544541,87.94722346,71.66391189,59.09327581,20.99165084,82.4593864,80.91323925,2.176857356,44.73815302,1.746298927,54.57847845,23.16260552,2.923726615,59.4942188,90.5923655,88.88877406,52.96107824,10.28366297,3.794190798,10.89317844,4.330635439,86.30708404,69.19877344,49.75209882,59.06157131,6.454569806,6.155957409,1.576017872,36.73663193,1.644363356
3.286332028,2.010759325,84.15729798,40.11640073,60.54058288,12.31628746,87.21079723,59.41239144,4.155575867,87.97744249,1.020911825,32.85600689,93.34659304,7.241246189,62.4894123,55.22814929,69.20769021,17.05734826,10.7018683,3.328332602,6.136653191,2.195371406,68.22302707,21.40291711,28.52144759,73.56768735,9.494212516,6.712446765,3.378510328,34.81488358,2.085356472
2.046670818,1.934369071,79.50935681,63.0780914,23.22135738,99.53818688,88.27266479,14.98276835,4.308542585,63.98507686,1.760609675,53.94200483,64.55001967,1.603275708,48.4510663,56.56478989,82.13218164,85.42247184,34.11753103,2.384994708,38.14001225,1.773480968,95.02589949,85.02012054,93.86237226,69.18862695,1.007063845,8.450012577,5.006271104,20.19815493,2.788960336
3.559281661,2.373319904,35.95433202,78.79717814,20.70016645,53.46174842,87.58190023,5.903096607,1.474590867,6.933528661,1.172202964,74.67004062,40.36073068,2.812862945,33.454746,77.36928792,50.59847825,40.98780645,70.47968916,4.074144892,42.83355587,4.777628235,70.03799511,71.90325756,85.27408137,42.12541392,3.451981218,3.093001122,6.234620879,25.81199297,1.790847822
9.580241055,3.975517935,58.98048276,8.531377891,22.19832429,55.7812917,58.61470448,18.48824016,3.008776233,98.81746789,1.78235143,80.61520001,1.126437532,2.041043387,68.16318994,45.68257008,72.04601079,44.43858391,22.45190079,2.169330975,40.48452671,1.587124465,91.08024605,84.5438559,90.64559597,72.25559722,4.69059312,3.616785998,2.294918485,18.4477649,1.545559232
6.001019999,3.227687541,69.03889503,93.13331834,80.77698139,86.23256174,99.28492267,74.41162876,2.882052219,61.04190828,1.31715808,76.01607436,79.47540359,5.300315975,65.21509841,43.93018413,55.12553515,62.81199551,68.91928296,4.29095286,6.801984086,2.971798906,73.06665022,53.56961446,96.80927289,83.71251633,9.780034315,2.678482232,6.300604408,23.63357661,1.010214694
7.073224851,1.684063147,60.31620268,20.47339288,15.28471287,10.33400147,85.03218929,62.86675486,4.320434281,32.7582781,1.483715866,56.112335,89.66441979,2.849378835,48.90863662,69.97635856,79.17461076,36.01568059,65.78193944,4.197750471,15.54921673,3.541018613,20.56648338,18.78775187,7.701714412,56.4897862,4.668586015,4.474038148,7.028672562,33.92253531,1.814255528
1.972502925,1.119173987,9.103633056,89.16347815,16.79794783,52.53629218,70.94196338,43.39923676,1.540911115,19.72400875,1.849082484,32.98932367,4.787379298,8.088929659,37.82803636,40.69366435,68.25902292,62.6591957,49.13059813,2.799128441,21.32678013,3.944392178,96.71216568,2.502016541,14.35294398,40.67716317,4.540659644,4.089724248,4.469875326,27.72082768,2.875422979
6.962986891,4.290912291,8.386213875,62.29130735,54.68319595,96.36859699,70.81999335,34.04654984,4.244248794,88.88388236,1.594624225,21.11110993,29.57595268,8.393535836,50.50821842,51.82770309,68.65434996,72.9574809,71.01088921,4.62232248,2.263361072,3.858439999,38.20899613,69.78585029,4.424764755,89.06923074,1.310489519,4.791609496,7.23721229,25.947024,1.508493791
0.782445178,3.13420481,59.81231795,65.97742879,75.48983648,37.83675517,90.94753246,21.74461624,4.11764769,72.64617385,1.751812624,14.32681324,49.23090071,3.151737695,37.60440376,64.04952458,53.05592168,62.23563273,16.42232515,3.301040751,8.801976651,2.230562124,52.06202035,36.43867824,6.802078519,68.30403303,1.402041648,1.393353105,3.15304099,36.65900985,1.56450248
4.181422282,1.213899698,36.88098308,66.25595542,75.76443826,13.18062119,84.96186781,99.55177701,1.404544712,91.3504277,1.703325471,78.91860345,37.80584652,8.404164123,40.26828775,82.06733149,55.89965195,81.4029224,19.47114221,4.336397783,23.50153792,4.51379147,21.05797253,42.93499128,31.62121118,87.20208364,9.236841586,9.636910443,6.178748477,16.5506592,2.645653468
3.487982514,1.65835584,74.23735841,41.29340916,12.48965557,94.018496,76.70033955,7.633927929,3.089035923,88.04077669,1.239020123,95.53594079,62.95682348,7.215444038,38.72567726,90.75865047,57.39086154,83.44230391,61.3698121,1.873107004,42.04468131,1.127179922,78.61468695,13.79383392,76.44639494,54.3550768,2.529190933,4.42458687,3.828082971,19.35825454,1.75419788
5.81875666,3.087756815,56.9089828,41.39834861,35.71535598,90.39636257,63.08765772,60.40336432,2.192293222,87.13695758,1.895550999,55.85856204,79.70202792,3.262232574,41.93009045,48.03729409,97.03684013,38.95838141,39.62824134,4.630168002,36.07688299,2.840088572,36.00500987,59.39862105,55.553006,86.31880168,2.238559965,5.450913462,7.333027453,30.71793246,1.935506157

